timestamp,place_name,num_bikes,bike_number
2025-05-25T00:48:41.284329,Julius-Raab-Platz,2,346682
2025-05-25T00:48:41.284329,Julius-Raab-Platz,2,348191
2025-05-25T00:48:41.284329,Hoher Markt,12,345295
2025-05-25T00:48:41.284329,Hoher Markt,12,345273
2025-05-25T00:48:41.284329,Hoher Markt,12,345840
2025-05-25T00:48:41.284329,Hoher Markt,12,345760
2025-05-25T00:48:41.284329,Hoher Markt,12,345662
2025-05-25T00:48:41.284329,Hoher Markt,12,346450
2025-05-25T00:48:41.284329,Hoher Markt,12,346407
2025-05-25T00:48:41.284329,Hoher Markt,12,346277
2025-05-25T00:48:41.284329,Hoher Markt,12,346101
2025-05-25T00:48:41.284329,Hoher Markt,12,347024
2025-05-25T00:48:41.284329,Hoher Markt,12,347931
2025-05-25T00:48:41.284329,Hoher Markt,12,348112
2025-05-25T00:48:41.284329,Oper,7,345028
2025-05-25T00:48:41.284329,Oper,7,345915
2025-05-25T00:48:41.284329,Oper,7,345809
2025-05-25T00:48:41.284329,Oper,7,345638
2025-05-25T00:48:41.284329,Oper,7,347193
2025-05-25T00:48:41.284329,Oper,7,347084
2025-05-25T00:48:41.284329,Oper,7,347567
2025-05-25T00:48:41.284329,Volksgarten,5,345491
2025-05-25T00:48:41.284329,Volksgarten,5,345712
2025-05-25T00:48:41.284329,Volksgarten,5,346716
2025-05-25T00:48:41.284329,Volksgarten,5,346513
2025-05-25T00:48:41.284329,Volksgarten,5,347769
2025-05-25T00:48:41.284329,Stephansplatz U,6,345606
2025-05-25T00:48:41.284329,Stephansplatz U,6,346389
2025-05-25T00:48:41.284329,Stephansplatz U,6,346993
2025-05-25T00:48:41.284329,Stephansplatz U,6,346759
2025-05-25T00:48:41.284329,Stephansplatz U,6,347200
2025-05-25T00:48:41.284329,Stephansplatz U,6,347196
2025-05-25T00:48:41.284329,Taborstraße U,13,345494
2025-05-25T00:48:41.284329,Taborstraße U,13,345462
2025-05-25T00:48:41.284329,Taborstraße U,13,345226
2025-05-25T00:48:41.284329,Taborstraße U,13,345966
2025-05-25T00:48:41.284329,Taborstraße U,13,345758
2025-05-25T00:48:41.284329,Taborstraße U,13,345642
2025-05-25T00:48:41.284329,Taborstraße U,13,346490
2025-05-25T00:48:41.284329,Taborstraße U,13,346238
2025-05-25T00:48:41.284329,Taborstraße U,13,346194
2025-05-25T00:48:41.284329,Taborstraße U,13,346535
2025-05-25T00:48:41.284329,Taborstraße U,13,347892
2025-05-25T00:48:41.284329,Taborstraße U,13,348469
2025-05-25T00:48:41.284329,Taborstraße U,13,348130
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,345454
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,346239
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,346751
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,347129
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,347748
2025-05-25T00:48:41.284329,WU-Campus / Südportalstraße ,6,347688
2025-05-25T00:48:41.284329,Radetzkyplatz,12,345038
2025-05-25T00:48:41.284329,Radetzkyplatz,12,345893
2025-05-25T00:48:41.284329,Radetzkyplatz,12,345626
2025-05-25T00:48:41.284329,Radetzkyplatz,12,345539
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347313
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347293
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347184
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347717
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347576
2025-05-25T00:48:41.284329,Radetzkyplatz,12,347559
2025-05-25T00:48:41.284329,Radetzkyplatz,12,348215
2025-05-25T00:48:41.284329,Radetzkyplatz,12,348109
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,345172
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,345811
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,345616
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,345605
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,346412
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,346917
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,346903
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,346719
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,346520
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347480
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347371
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347284
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347011
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347596
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347593
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,347518
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,348393
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,348313
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,348297
2025-05-25T00:48:41.284329,Bahngasse / mdw-University of Music and Performing Arts,20,348228
2025-05-25T00:48:41.284329,Erdberg U,34,345108
2025-05-25T00:48:41.284329,Erdberg U,34,345076
2025-05-25T00:48:41.284329,Erdberg U,34,345971
2025-05-25T00:48:41.284329,Erdberg U,34,345829
2025-05-25T00:48:41.284329,Erdberg U,34,345801
2025-05-25T00:48:41.284329,Erdberg U,34,345778
2025-05-25T00:48:41.284329,Erdberg U,34,345751
2025-05-25T00:48:41.284329,Erdberg U,34,345732
2025-05-25T00:48:41.284329,Erdberg U,34,345673
2025-05-25T00:48:41.284329,Erdberg U,34,345656
2025-05-25T00:48:41.284329,Erdberg U,34,345651
2025-05-25T00:48:41.284329,Erdberg U,34,345618
2025-05-25T00:48:41.284329,Erdberg U,34,345523
2025-05-25T00:48:41.284329,Erdberg U,34,346392
2025-05-25T00:48:41.284329,Erdberg U,34,346323
2025-05-25T00:48:41.284329,Erdberg U,34,346296
2025-05-25T00:48:41.284329,Erdberg U,34,346275
2025-05-25T00:48:41.284329,Erdberg U,34,346107
2025-05-25T00:48:41.284329,Erdberg U,34,346906
2025-05-25T00:48:41.284329,Erdberg U,34,346852
2025-05-25T00:48:41.284329,Erdberg U,34,346785
2025-05-25T00:48:41.284329,Erdberg U,34,347398
2025-05-25T00:48:41.284329,Erdberg U,34,347230
2025-05-25T00:48:41.284329,Erdberg U,34,347228
2025-05-25T00:48:41.284329,Erdberg U,34,347896
2025-05-25T00:48:41.284329,Erdberg U,34,347601
2025-05-25T00:48:41.284329,Erdberg U,34,347589
2025-05-25T00:48:41.284329,Erdberg U,34,347523
2025-05-25T00:48:41.284329,Erdberg U,34,348479
2025-05-25T00:48:41.284329,Erdberg U,34,348408
2025-05-25T00:48:41.284329,Erdberg U,34,348337
2025-05-25T00:48:41.284329,Erdberg U,34,348007
2025-05-25T00:48:41.284329,Erdberg U,34,348639
2025-05-25T00:48:41.284329,Erdberg U,34,348590
2025-05-25T00:48:41.284329,Media Quarter Marx,13,345469
2025-05-25T00:48:41.284329,Media Quarter Marx,13,345210
